Borough,DOF Gross Floor Area,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Water Required?
Manhattan,632707,Multifamily Housing,185295,1989,1,90,Whole Building,Whole Building,60,94.3,Not Available,7.8,Not Available,Not Available,12366673.4,Not Available,5103070.6,1448088.5,1130.4,656.9,473.6,185295,9673.8,52.21,156.6,Yes
Manhattan,91226,Multifamily Housing,69340,2012,1,95,Whole Building,Not Available,51,80.2,85.5,6.6,0.6,136.6,3976358.9,43702.8,1581610.3,455715.6,358,211.2,146.8,69340,2323.4,33.51,131.8,No
Manhattan,56598,Multifamily Housing,57000,1920,1,100,Whole Building,Not Available,78,66.8,71.3,6.1,0.5,118.4,2622780.2,28791.8,1186469.9,347734.4,249.4,139.3,110.1,57000,Not Available,Not Available,113.7,Yes
Manhattan,54675,Multifamily Housing,54675,1988,1,100,Whole Building,Whole Building,51,89.8,94.1,7.5,0.7,152.7,3445861.9,37378.3,1461793.1,412782.5,318.7,183,135.7,54675,4790.5,87.62,150.1,Yes
Manhattan,69000,Multifamily Housing,69000,1912,1,100,Whole Building,Whole Building,62,84.7,Not Available,4.4,0.7,Not Available,4763559,47635.6,1066966.9,306380.6,353.1,254,99,69000,4941,71.61,121.2,Yes
Manhattan,62000,Multifamily Housing,62000,1914,1,100,Whole Building,Not Available,85,69.7,75.7,3.4,0.1,101.3,651850,6164,737077.7,209031.3,324,255.6,68.4,62000,Not Available,Not Available,96.2,No
Manhattan,158954,Multifamily Housing,113340,2007,1,100,Whole Building,Whole Building,95,41,42.3,4.4,0.3,75.9,3252078.8,34900.9,2007415.9,565892.7,359,172.7,186.3,128243,1777.4,13.86,75.8,Yes
Manhattan,55458,Multifamily Housing,55458,1905,1,100,Whole Building,Whole Building,18,99.3,99.9,3.8,0,128.8,104418.6,1070.3,740510.5,212254.1,425.3,356.6,68.7,55458,3336.5,60.16,128.8,Yes
Manhattan,96000,Multifamily Housing,102000,1900,1,100,Whole Building,Whole Building,73,78.4,Not Available,Not Available,Not Available,Not Available,6544437.1,Not Available,1457272.1,Not Available,482.8,347.6,135.2,102000,4073.9,39.94,112.2,Yes
Manhattan,121713,Multifamily Housing,121710,2007,1,100,Whole Building,Whole Building,92,66.3,Not Available,4,0.5,Not Available,6192350.1,66509.5,1734837.7,486483,500.1,339.1,161,121710,3837.5,31.53,99.3,Yes
Manhattan,360660,Multifamily Housing,374460,1987,1,100,Whole Building,Whole Building,82,51.1,53.2,5.3,0.1,92.7,3977749.6,39777.5,7180155.7,2046512.7,1512,845.7,666.3,385660,10206.4,26.46,91.7,No
Manhattan,204468,Multifamily Housing,182510,1966,1,100,Whole Building,Whole Building,Not Available,65.1,68.8,4.6,0.5,105.2,8705064.2,94400.1,2970794.9,851481.8,758.5,482.8,275.7,183535,7806.7,42.54,102.1,Yes
Manhattan,257760,Multifamily Housing,257760,1963,1,100,Whole Building,Not Available,93,65.4,65,4.8,0.5,102.1,12566551.7,125665.5,4298723.1,1226000.8,1066.4,667.5,398.9,257760,11648.7,45.19,103.6,Yes
Manhattan,257760,Multifamily Housing,257760,1963,1,100,Whole Building,Not Available,84,60.5,59.8,7.4,0.3,115.6,8904558.4,89045.6,6686000,1909124.6,1093.4,473,620.5,257760,17171.5,66.62,117.7,Yes
Manhattan,632743,Multifamily Housing,474020,2007,1,100,Whole Building,Not Available,Not Available,131.1,134.8,15.3,0.8,251,47319806.5,501805.1,32506343.4,9341142.4,5530,2513.4,3016.6,608750,20512.3,33.7,249.3,No
Manhattan,149359,Multifamily Housing,121194,2008,1,100,Whole Building,Whole Building,13,117,120.2,16.5,0.6,243.7,9495457.1,101982.4,9148699.6,2623949,1353.3,504.3,849,159316,7446.1,46.74,242.9,Yes
Manhattan,83500,Hotel,93500,1853,1,100,Whole Building,Not Available,40,99.3,102.4,14.3,0.5,209.5,4737164.5,50101.1,4546835.7,1337020.7,673.6,251.6,421.9,93500,7290.1,77.97,205.9,Yes
Manhattan,55590,Multifamily Housing,55590,1929,1,95,Whole Building,Not Available,97,26.3,26.4,6.4,0,73.4,247260,2519.6,1213044.6,356257.7,125.7,13.1,112.6,55590,Not Available,Not Available,73.2,Yes
Manhattan,64105,Multifamily Housing,59929,1991,1,100,Whole Building,Whole Building,50,82,86.9,5.5,0.7,130.8,4464523.3,48443.3,1376521.1,394638.5,364.9,237.1,127.7,71227,425.1,5.97,126.5,Yes
Manhattan,170050,Multifamily Housing,136207,1982,1,100,Whole Building,Whole Building,Not Available,71.8,76.1,6.5,0.4,125.8,5447703.4,61439,3143680.4,889197.6,673.3,381.6,291.7,137000,Not Available,Not Available,123,No
Manhattan,113886,Self-Storage Facility,113886,1921,1,100,Whole Building,Not Available,Not Available,23.5,24.1,5,0.1,60.7,666320.7,8114.5,2015069.9,566092.9,222.4,35.4,187,113886,108.8,0.96,61.7,No
Manhattan,362400,Multifamily Housing,362400,1974,2,100,Whole Building,Not Available,60,55,57.2,10.1,0.2,131.8,8069621.6,82875.3,11859247.5,3646710.4,1529.2,428.6,1100.5,362400,Not Available,Not Available,126.1,Yes
Manhattan,117276,Multifamily Housing,113971,1908,1,100,Whole Building,Not Available,Not Available,32.2,31.8,4.1,0.2,62.7,2132487.1,21608.5,1782503.5,499475.6,278.7,113.3,165.4,121469,7494.7,61.7,64.5,Yes
Manhattan,86819,Multifamily Housing,86819,1930,1,100,Whole Building,Whole Building,98,61.2,65.2,4.2,0.5,98.5,4011858.5,44130.8,1298498.4,366073.4,333.6,213.1,120.5,86819,2883.7,33.22,95.5,Yes
Manhattan,358800,Multifamily Housing,296245,2008,1,100,Whole Building,Whole Building,72,68.3,70.6,5.6,0.5,114.4,14332708.5,152071.2,5898660.1,1671783.5,1308.7,761.3,547.4,296245,13386.4,45.19,113.3,No
Manhattan,135463,Multifamily Housing,145497,1920,1,100,Whole Building,Not Available,88,65.2,Not Available,Not Available,Not Available,Not Available,61181.8,Not Available,2070339.9,Not Available,748.8,556.7,192.1,145497,5317.9,36.55,96.2,Yes
Manhattan,53305,Multifamily Housing,60920,1925,1,100,Whole Building,Not Available,94,82.1,87.9,8.4,0,150.2,212400,2124,1754730.2,514281.9,399.5,236.6,162.8,60920,2168.9,35.6,144.4,Yes
Manhattan,57300,Multifamily Housing,60016,1897,1,100,Whole Building,Whole Building,8,124.3,131.8,13.5,0.9,234.7,5331859.8,58447.2,3143999.3,921453.4,575,283.2,291.8,68216,Not Available,Not Available,226.8,Yes
Manhattan,454038,Multifamily Housing,458835,1983,1,100,Whole Building,Whole Building,21,76.4,90.9,9,0,157.5,1140486.6,11591.2,14639058.4,4142024.8,2848.9,1490.4,1358.5,458835,19662.2,42.85,145.2,Yes
Manhattan,206767,Multifamily Housing,190178,1931,1,100,Whole Building,Whole Building,50,72.3,71.8,6.6,0.5,122.1,10186273.7,101862.7,4711798,1351987,978.3,541,437.3,206178,7161.1,34.73,123.6,Yes
Manhattan,94455,Multifamily Housing,100752,1926,1,100,Whole Building,Whole Building,77,79.7,86.8,4,0,117.1,222476,2263.5,1386536.1,406370.4,623.8,495.1,128.7,100752,3369.2,33.44,109.9,Yes
Manhattan,64650,Multifamily Housing,61820,1901,1,100,Whole Building,Whole Building,19,157.3,156.7,11.6,1.2,247.4,7796340,77963.4,2688287.2,775084.1,663.6,414.1,249.5,66650,Not Available,Not Available,249.5,Yes
Manhattan,173668,Multifamily Housing,154815,1911,1,100,Whole Building,Not Available,Not Available,17.2,16.4,4.5,0,49.3,167960,1700.7,2562616.8,716055,246.7,8.9,237.8,159150,5514.8,34.65,51.7,Yes
Manhattan,88242,Multifamily Housing,72520,1901,1,100,Whole Building,Whole Building,6,85.8,89.2,12.7,0.2,182.7,1193987.2,11939.9,3131417.9,917766,497,206.4,290.6,72520,5772.3,79.6,179.3,Yes
Manhattan,98950,Multifamily Housing,79040,1938,1,100,Whole Building,Whole Building,31,100.9,110.8,4.9,0,147.6,260580,2605.8,1320890.9,387130.9,617.9,495.4,122.6,79040,3035.6,38.41,137.7,Yes
Manhattan,283522,Multifamily Housing,294863,1923,1,100,Whole Building,Not Available,100,12.8,12.8,3.8,Not Available,40.2,Not Available,Not Available,3776100.2,1106711.5,350.4,0,350.4,294863,Not Available,Not Available,40.2,Yes
Manhattan,53971,Multifamily Housing,58469,1912,1,100,Whole Building,Not Available,80,75.8,81.6,3.2,0.7,108.3,3786720.1,41352.6,644696.9,185816.3,261,201.1,59.8,58469,2212.7,37.84,102.6,Yes
Manhattan,166617,Multifamily Housing,178625,1926,1,100,Whole Building,Not Available,96,61.1,Not Available,3.5,0,Not Available,308433.3,3084.3,2140182.9,627251.7,851.9,653.3,198.6,178625,4033.3,22.58,87.3,Yes
Manhattan,54520,Multifamily Housing,54520,1925,1,100,Whole Building,Whole Building,84,78.9,87.1,4.4,0.7,123.2,3475959.9,39205,827289.4,242464.6,261.4,184.6,76.8,54520,2045.7,37.52,114.6,No
Manhattan,59780,Multifamily Housing,56963,1920,1,100,Whole Building,Whole Building,4,124.2,132.1,8.8,0.3,198.4,1584268,15842.7,1707829.5,500536.1,527.6,369.1,158.5,56963,3992.2,70.08,190.4,No
Manhattan,173686,Multifamily Housing,151729,1911,2,100,Whole Building,Not Available,44,79.9,87.4,4.2,0.7,121.7,10676720.1,119005.8,2330922.9,683154.3,783.4,567.1,216.3,162813,Not Available,Not Available,113.8,No
Manhattan,107120,Multifamily Housing,107120,1920,1,100,Whole Building,Not Available,71,83.3,82.6,4.1,0.7,115.9,7345122.9,73451.2,1581765.2,439061.9,536.9,390.1,146.8,107120,4611,43.05,118.4,Yes
Manhattan,94674,Multifamily Housing,96257,1930,1,100,Whole Building,Whole Building,84,66,69.9,4.3,0.2,102.4,1556905.9,15569.1,1441574.5,412678.8,469.4,335.6,133.8,96257,3436.9,35.71,99.3,Yes
Manhattan,87305,Multifamily Housing,83905,1925,1,100,Whole Building,Whole Building,Not Available,155.2,160.5,10.4,1.3,242.6,10320388.1,109145.5,3227349.5,907364,847.7,548.2,299.5,87305,18372.2,210.44,240.2,Yes
Manhattan,111883,Multifamily Housing,102500,1920,1,100,Whole Building,Not Available,46,103.8,108.7,7.7,0.8,169.2,8508669.9,91359.5,3013146.3,857299.6,731.6,451.9,279.6,111000,Not Available,Not Available,165.7,Yes
Manhattan,107869,Multifamily Housing,107869,1926,1,100,Whole Building,Not Available,70,82.6,82.6,4.2,0.7,116.6,7375783.6,73757.8,1539458.1,451189.3,534.6,391.8,142.9,107869,4563.9,42.31,116.6,Yes
Manhattan,171664,Multifamily Housing,175428,2008,1,100,Whole Building,Not Available,2,92.6,95.7,13.7,0.5,198,8055329.9,86077.6,8182385.4,2398119.7,1187.2,427.9,759.3,175428,6808,38.81,194.7,No
Manhattan,134627,Multifamily Housing,141654,2007,1,100,Whole Building,Not Available,46,65.1,67.1,10.6,0.3,146.2,4040693.2,44238.2,5267894.5,1517743,703.5,214.6,488.9,143004,3728.3,26.07,145.3,Yes
Manhattan,259607,Other - Entertainment/Public Assembly,267395,1926,1,100,Whole Building,Whole Building,Not Available,79.5,85,5.4,0.1,125.5,1413636.7,14136.4,5049860.8,1450532.7,1640.6,1172,468.6,267395,9765.7,36.52,120.7,Yes
Manhattan,95400,Multifamily Housing,91500,1907,1,100,Whole Building,Another configuration,75,45.9,Not Available,7.9,0.1,Not Available,948906.7,9489.1,2513031.2,723136.2,339.3,106.1,233.2,91500,1718,18.78,105.3,Yes
Manhattan,82172,Multifamily Housing,75528,1931,1,100,Whole Building,Not Available,Not Available,99.8,104.2,5.7,0.3,147.6,2413420,24553.8,1582820.5,440472.4,555.7,408.8,146.9,77903,3315.4,42.56,145.4,No
Manhattan,61400,Multifamily Housing,55400,1920,1,100,Whole Building,Whole Building,Not Available,108.2,115,8.2,0.2,176.8,1474336.7,14743.4,1716513.3,503081.2,496.1,336.8,159.3,61205,3585.5,58.58,170,Yes
Manhattan,168140,Multifamily Housing,156312,1903,1,100,Whole Building,Whole Building,76,68.8,72.8,4.7,0.6,110.2,8833170,95248.1,2728231.8,795624.3,722.4,469.2,253.2,168140,5360.5,31.88,106.1,Yes
Manhattan,77465,Multifamily Housing,91298,1917,1,100,Whole Building,Not Available,90,66.5,71.7,4.5,0.6,107.7,4619336.8,51265.4,1449514.2,415137.6,379.9,245.4,134.5,91298,3402.7,37.27,103,Yes
Manhattan,61779,Multifamily Housing,61779,1923,1,100,Whole Building,Whole Building,72,85.9,92.9,3.6,0,120.2,115400,1154,781672.1,222887.8,410.7,338.1,72.5,61779,Not Available,Not Available,113.8,Yes
Manhattan,242330,Multifamily Housing,242320,1927,1,100,Whole Building,Not Available,57,80,79.6,8.6,0.4,144.7,10365222.8,103652.2,7232558.5,2087885.7,1354.9,683.7,671.2,242320,11941.2,49.28,146.1,No
Manhattan,94328,Multifamily Housing,94328,1920,1,100,Whole Building,Whole Building,100,17.2,16.6,4.1,0,46.4,262900,2629,1359105.3,382799.7,140.1,14,126.1,94328,3787.4,40.15,48.2,No
Manhattan,59096,Multifamily Housing,54000,1921,1,100,Whole Building,Whole Building,Not Available,126.1,Not Available,Not Available,Not Available,Not Available,850974.9,Not Available,1654003,Not Available,565.9,412.4,153.5,59100,1221.4,20.67,187.6,Yes
Manhattan,114330,Multifamily Housing,114330,1926,1,100,Whole Building,Whole Building,87,69.5,69.2,4,0.6,101.2,6344969.5,63449.7,1605338.3,458119.8,486,337,149,114330,4374.7,38.26,102.4,Yes
Manhattan,135625,Multifamily Housing,146638,1900,1,100,Whole Building,Not Available,96,48.4,51.9,3.4,0.4,79.1,5371800.1,58809.5,1725107.2,505599.9,445.4,285.3,160.1,146638,3633.3,24.78,75.4,No
Manhattan,172176,Multifamily Housing,170503,1927,1,100,Whole Building,Whole Building,Not Available,52.7,56.1,3.9,0.4,86.5,6707800.3,73827.9,2367782.5,666028.7,576,356.3,219.7,172176,23.4,0.14,84.1,No
Manhattan,145625,Multifamily Housing,149993,1926,1,100,Whole Building,Whole Building,45,73.4,79.7,5.4,0.1,119.8,1511396.7,15382.1,2772087.4,803163.8,836.3,579.1,257.2,149993,9941.6,66.28,113.9,No
Manhattan,112541,Multifamily Housing,120580,1917,1,100,Whole Building,Whole Building,Not Available,57.1,60.7,3.8,0.5,90.9,5490173,59952,1676328.2,478437.2,447.2,291.6,155.6,125580,5762.2,45.89,87.8,No
Manhattan,120542,Multifamily Housing,132596,1925,1,100,Whole Building,Whole Building,85,69.3,68.9,4.4,0.5,103.7,7150759.7,71507.6,2034938,583143,568.7,379.8,188.8,132596,3557.7,26.83,104.8,Yes
Manhattan,160764,Multifamily Housing,160758,1913,1,100,Whole Building,Whole Building,Not Available,58.1,63.6,3.7,Not Available,91.1,Not Available,Not Available,2130816.7,609675.8,758.4,560.6,197.7,164758,5310.4,32.23,86.3,Yes
Manhattan,66492,Multifamily Housing,77574,1925,1,95,Whole Building,Whole Building,100,13.5,Not Available,Not Available,Not Available,Not Available,208330.8,Not Available,839521.6,Not Available,89,11.1,77.9,77574,2437.3,31.42,36.8,No
Manhattan,249756,Multifamily Housing,236359,1926,1,100,Whole Building,Not Available,98,23.6,23.1,6.4,0,69.9,313020.7,3130.2,5576707.5,1598516.8,534.1,16.6,517.5,249756,9343.7,37.41,71.4,No
Manhattan,106149,Multifamily Housing,130000,1928,1,100,Whole Building,Whole Building,95,57,62.6,3,0.5,87.2,6049233.6,68090.6,1361812.6,391157.8,447.7,321.3,126.4,130000,5506.4,42.36,81.8,No
Manhattan,108052,Multifamily Housing,130000,1928,1,100,Whole Building,Whole Building,97,51.7,55.8,3,0.5,79.8,5332616.8,59386.9,1383009.5,385863.6,411.6,283.2,128.3,130000,Not Available,Not Available,76.5,No
Manhattan,53250,Multifamily Housing,53250,1925,1,100,Whole Building,Not Available,100,17.4,17.2,4.6,0,50.7,86826.7,868.3,840464.9,243662.1,82.6,4.6,78,53250,Not Available,Not Available,51.3,No
Manhattan,50820,Multifamily Housing,50820,1925,1,100,Whole Building,Not Available,99,22,22.2,5.8,0,64.8,118169.4,1217.8,998478.5,295533.5,98.9,6.3,92.7,50820,Not Available,Not Available,64.1,Yes
