"","Borough","DOF.Gross.Floor.Area","Primary.Property.Type...Self.Selected","Largest.Property.Use.Type","Largest.Property.Use.Type...Gross.Floor.Area..ft..","Year.Built","Number.of.Buildings...Self.reported","Occupancy","Metered.Areas...Water.","Score","Site.EUI..kBtu.ft..","Weather.Normalized.Site.EUI..kBtu.ft..","Weather.Normalized.Site.Electricity.Intensity..kWh.ft..","Weather.Normalized.Site.Natural.Gas.Intensity..therms.ft..","Weather.Normalized.Source.EUI..kBtu.ft..","Natural.Gas.Use..kBtu.","Weather.Normalized.Site.Natural.Gas.Use..therms.","Electricity.Use...Grid.Purchase..kBtu.","Weather.Normalized.Site.Electricity..kWh.","Total.GHG.Emissions..Metric.Tons.CO2e.","Direct.GHG.Emissions..Metric.Tons.CO2e.","Indirect.GHG.Emissions..Metric.Tons.CO2e.","Property.GFA...Self.Reported..ft..","Water.Use..All.Water.Sources...kgal.","Water.Intensity..All.Water.Sources...gal.ft..","Source.EUI..kBtu.ft..","Water.Required.","building_type"
"5536","Bronx",171232,"Multifamily Housing","Multifamily Housing",174657,2015,1,100,"Other",3,6.5,NA,NA,NA,NA,NA,NA,1139566.8,NA,105.8,0,105.8,174657,NA,NA,20.5,"Yes","MultiFamilyHousing"
"5537","Bronx",239712,"Multifamily Housing","Multifamily Housing",239702,1980,1,100,"Other",54,75.3,78.4,5.4,0.6,120.7,13524101.3,144112.3,4516985.2,1287049.4,1137.5,718.3,419.2,239702,NA,NA,118.4,"Yes","MultiFamilyHousing"
"5538","Bronx",60000,"Multifamily Housing","Multifamily Housing",72000,1920,1,100,"WholeBuilding",77,69.5,73.5,3.3,0.6,100.8,4171933.5,44792.4,835551.9,238256.7,299.1,221.6,77.5,72000,5940.9,82.51,97.3,"Yes","MultiFamilyHousing"
"5539","Bronx",65700,"Residence Hall/Dormitory","Residence Hall/Dormitory",65700,1920,1,100,"WholeBuilding",9,119.6,123.7,15.9,0.7,243.2,4220236,45624.9,3634544.6,1044282.2,561.4,224.2,337.3,65700,5428.7,82.63,241.2,"No","Others"
"5540","Bronx",60840,"Multifamily Housing","Multifamily Housing",60840,1911,1,100,"Other",21,131.1,140.8,3.1,0,164.6,129196.8,1292,636548.9,186561.8,609,550,59.1,60840,7854.3,129.1,154.7,"No","MultiFamilyHousing"
"5541","Bronx",73724,"Multifamily Housing","Multifamily Housing",73724,1948,1,100,"Other",72,85.1,91.7,4.6,0.8,128.7,5072599.9,56140.6,1204685.1,335748.4,381.2,269.4,111.8,73724,5867.7,79.59,123.6,"Yes","MultiFamilyHousing"
"5542","Bronx",136465,"Multifamily Housing","Multifamily Housing",136465,1929,1,100,"Other",56,98,105.1,4.4,0.9,142.1,11268438.4,122759.2,2107228.7,606353.4,794.1,598.5,195.6,136465,NA,NA,135.2,"Yes","MultiFamilyHousing"
"5543","Bronx",71070,"Multifamily Housing","Multifamily Housing",76992,1928,1,100,"WholeBuilding",61,86.3,91,5.7,0.7,136.1,5116000.1,55092.1,1530432.2,437880.7,413.8,271.7,142,76992,7636.9,99.19,132.2,"Yes","MultiFamilyHousing"
"5544","Bronx",101178,"Multifamily Housing","Multifamily Housing",118041,1928,1,100,"WholeBuilding",3,44,47.8,2.7,0.4,69.2,4126800.3,45707.7,1071596.6,314067,318.6,219.2,99.4,118041,362165.8,3068.14,65.2,"Yes","MultiFamilyHousing"
"5545","Bronx",82600,"Multifamily Housing","Multifamily Housing",85904,1941,1,100,"WholeBuilding",70,76.9,76.6,3.3,0.7,104.1,5602742.1,56027.4,1003366.5,285704.9,390.7,297.6,93.1,85904,8452.7,98.4,105.2,"Yes","MultiFamilyHousing"
"5546","Bronx",235000,"Multifamily Housing","Multifamily Housing",235000,1971,1,100,"WholeBuilding",54,70.7,75.7,5.2,0.6,116.9,12418421,136023.9,4197321.9,1230164.5,1049.1,659.6,389.5,235000,15722.6,66.9,111.6,"No","MultiFamilyHousing"
"5547","Bronx",69538,"Multifamily Housing","Multifamily Housing",73000,1947,1,100,"WholeBuilding",83,68.8,73,3.7,0.6,103.2,4049483.4,44017.9,971106,271829.3,305.2,215.1,90.1,73000,4672,64,100,"Yes","MultiFamilyHousing"
"5548","Bronx",147445,"Multifamily Housing","Multifamily Housing",148000,1921,1,100,"Other",40,89.4,95.5,7.3,0.7,152.5,9539957.9,104440.3,3695464.6,1083078.6,849.7,506.7,342.9,148000,15800.5,106.76,146.1,"No","MultiFamilyHousing"
"5549","Bronx",54646,"Multifamily Housing","Multifamily Housing",54646,1930,1,100,"Other",57,124.2,NA,6.1,0,NA,214800,2178,1183366.9,335660.6,526.9,417.1,109.8,54646,NA,NA,171.7,"Yes","MultiFamilyHousing"
"5550","Bronx",61967,"Multifamily Housing","Multifamily Housing",61967,1931,1,100,"WholeBuilding",39,92.2,NA,4.1,0,NA,274100,2798.5,910591.2,256133.7,439.8,355.3,84.5,61967,4541.5,73.29,124.6,"Yes","MultiFamilyHousing"
"5551","Bronx",58153,"Multifamily Housing","Multifamily Housing",58153,1929,1,100,"Other",57,118.6,NA,7.3,0,NA,281800,2857.2,1447305.5,424180.9,538.4,404.1,134.3,58153,NA,NA,173,"No","MultiFamilyHousing"
"5552","Bronx",156504,"Multifamily Housing","Multifamily Housing",159634,1982,1,100,"Other",100,49.2,53.3,2.5,0.4,73.5,6517951.5,71620.8,1339946.2,392715.7,470.5,346.2,124.3,159634,NA,NA,69.2,"No","MultiFamilyHousing"
"5553","Bronx",257718,"Multifamily Housing","Multifamily Housing",257718,1983,1,100,"Other",71,78.5,82,5.1,0.6,122.2,15708399.8,166893.3,4513820.4,1302936.8,1253.2,834.3,418.9,257718,2650864,10285.91,119,"Yes","MultiFamilyHousing"
"5554","Bronx",97761,"Multifamily Housing","Multifamily Housing",100693,2007,1,100,"Other",60,64.5,67.1,5,0.5,106.1,4724291.4,50425.7,1770560.6,503042,415.2,250.9,164.3,100693,6740.9,66.95,104.5,"Yes","MultiFamilyHousing"
"5555","Bronx",181170,"Multifamily Housing","Multifamily Housing",186605,2006,1,100,"WholeBuilding",21,60.2,63.1,9.7,0.3,135.5,5057332.4,55958.6,6179779,1811189.4,842.1,268.6,573.5,186605,NA,NA,132.4,"Yes","MultiFamilyHousing"
"5556","Bronx",251049,"K-12 School","K-12 School",415000,1941,1,100,"Other",3,32.9,33,1.9,0.3,48.4,12547285.8,125472.9,3100795.8,916533.5,954.2,666.4,287.8,475000,NA,NA,48.2,"Yes","Others"
"5558","Bronx",876500,"Multifamily Housing","Multifamily Housing",876500,1964,2,95,"Other",8,114.2,NA,7.2,0.9,NA,78006499.2,827408.2,22085855.5,6323554.4,6192.9,4143.3,2049.6,876500,72746.6,83,172.6,"Yes","MultiFamilyHousing"
"5560","Bronx",862500,"Multifamily Housing","Multifamily Housing",876500,1964,2,95,"WholeBuilding",16,110.3,115.1,6.2,0.9,165,77665087.2,823889.4,19014421.1,5425680.8,5889.7,4125.2,1764.5,876500,69926.8,79.78,161.2,"Yes","MultiFamilyHousing"
"5561","Bronx",51203,"Multifamily Housing","Multifamily Housing",51203,1926,1,100,"WholeBuilding",3,22.7,22.3,4.6,0.1,56,344100,3441,820715.6,234143.3,94.4,18.3,76.2,51203,5344.8,104.39,57.4,"Yes","MultiFamilyHousing"
"5562","Bronx",80009,"Multifamily Housing","Multifamily Housing",80000,1958,1,100,"WholeBuilding",47,86.8,93.4,5.8,0,136.4,272400,2724,1636122.2,461701.3,540.1,388.3,151.8,80000,NA,NA,131.4,"Yes","MultiFamilyHousing"
"5563","Bronx",67700,"Multifamily Housing","Multifamily Housing",71983,1936,1,100,"WholeBuilding",85,76,79.1,6.3,0.6,127.8,3888499.6,41496.1,1578783.6,452307.3,353,206.5,146.5,71983,NA,NA,125.6,"Yes","MultiFamilyHousing"
"5564","Bronx",62976,"Multifamily Housing","Multifamily Housing",62976,1927,1,100,"WholeBuilding",9,101.6,106.6,6.2,0.9,155.9,5032218.9,53903.8,1365743.5,388233.7,394,267.3,126.7,62976,NA,NA,152,"Yes","MultiFamilyHousing"
"5565","Bronx",62042,"Multifamily Housing","Multifamily Housing",62042,1927,1,100,"WholeBuilding",79,114.3,114.4,6.7,0.9,168.1,5677672.2,56776.7,1415242,416967.8,432.9,301.6,131.3,62042,3867.8,62.34,167.7,"No","MultiFamilyHousing"
"5567","Bronx",57022,"Multifamily Housing","Multifamily Housing",61974,1927,1,100,"WholeBuilding",66,74.1,78.3,4.3,0.6,112.6,3673076.5,39529.9,916757.8,263804.5,280.2,195.1,85.1,61974,3421.2,55.2,108.7,"Yes","MultiFamilyHousing"
"5568","Bronx",59590,"Multifamily Housing","Multifamily Housing",61974,1927,1,100,"WholeBuilding",40,82.8,87.3,5.9,0.7,133.5,3876917,41722.9,1251619.2,363467.6,322.1,205.9,116.1,61974,11132.6,179.63,129.1,"Yes","MultiFamilyHousing"
"5569","Bronx",53000,"Multifamily Housing","Multifamily Housing",53000,1942,1,100,"Other",31,93,96.7,6.6,0.7,148.9,3696199.7,39204.8,1232909.1,352428.1,310.7,196.3,114.4,53000,5445.1,102.74,146.3,"Yes","MultiFamilyHousing"
"5570","Bronx",67114,"Multifamily Housing","Multifamily Housing",67114,1942,1,100,"WholeBuilding",3,24.2,23.6,4.6,0.1,57.9,520500,5251.1,1102461.5,311019.4,130,27.6,102.3,67114,6924,103.17,59.7,"No","MultiFamilyHousing"
"5571","Bronx",63535,"Multifamily Housing","Multifamily Housing",63535,1942,1,100,"WholeBuilding",69,85,89.9,4.1,0.8,123.8,4452000,48191.6,946161.2,261702,324.3,236.5,87.8,63535,5778.7,90.95,120.3,"Yes","MultiFamilyHousing"
"5572","Bronx",60360,"Multifamily Housing","Multifamily Housing",61360,1927,1,100,"WholeBuilding",94,88.8,88,4.3,0.7,123,4499366.2,44993.7,946913.5,263228.3,326.9,239,87.9,61360,8843.5,144.12,125.5,"Yes","MultiFamilyHousing"
"5573","Bronx",65130,"Multifamily Housing","Multifamily Housing",65130,1925,1,100,"WholeBuilding",67,80.9,87.7,4.8,0.7,126.5,4195700.1,46391.6,1071596.6,314067,322.3,222.9,99.4,65130,8160.6,125.3,119.3,"Yes","MultiFamilyHousing"
"5574","Bronx",93570,"Multifamily Housing","Multifamily Housing",93570,2008,1,100,"WholeBuilding",1,151.2,149.6,11.6,1.1,240.1,10386270,102832.8,3765428.4,1088992.7,901.1,551.7,349.4,93570,5679.5,60.7,242.9,"Yes","MultiFamilyHousing"
"5575","Bronx",93570,"Multifamily Housing","Multifamily Housing",93570,2008,1,100,"WholeBuilding",1,151.7,150.1,11.8,1.1,241.5,10386270,102832.8,3806372.7,1101319.6,904.9,551.7,353.2,93570,6705.7,71.66,244.3,"No","MultiFamilyHousing"
"5576","Bronx",84826,"Multifamily Housing","Multifamily Housing",84826,1948,1,95,"Other",48,105.4,NA,4.1,0,NA,353000,3530,1191849.1,349311,684,573.4,110.6,84826,NA,NA,136.5,"No","MultiFamilyHousing"
"5577","Bronx",69144,"Multifamily Housing","Multifamily Housing",64144,1951,1,100,"WholeBuilding",3,22.9,22.6,5.1,0.1,60,356400,3564,1181374.3,340867.7,128.6,18.9,109.6,67144,5072.2,75.54,60.8,"No","MultiFamilyHousing"
"5578","Bronx",66162,"Multifamily Housing","Multifamily Housing",66162,1926,1,100,"WholeBuilding",38,105.1,111.8,5,0.9,152.7,5835210.7,62776.8,1119287.5,328044.4,413.8,309.9,103.9,66162,NA,NA,145.7,"No","MultiFamilyHousing"
"5579","Bronx",86000,"Multifamily Housing","Multifamily Housing",86000,1928,1,100,"WholeBuilding",33,71.1,NA,3.7,0.4,NA,3680279.4,36802.8,1131860.6,322057.1,398.4,293.4,105,86000,NA,NA,101.5,"No","MultiFamilyHousing"
"5580","Bronx",135202,"Multifamily Housing","Multifamily Housing",132202,1927,1,100,"WholeBuilding",42,91.4,91.4,6.4,0.7,141.3,9221195.1,92212,2865934.8,839957.3,755.7,489.8,266,132202,0,0,141.3,"Yes","MultiFamilyHousing"
"5581","Bronx",74594,"Multifamily Housing","Multifamily Housing",74594,1929,1,100,"Other",8,103.5,110.6,5.5,0.1,152.2,407200,4127.7,1410885.8,413506.9,596.8,465.9,130.9,74594,NA,NA,145,"Yes","MultiFamilyHousing"
"5582","Bronx",77812,"Multifamily Housing","Multifamily Housing",77812,1929,1,100,"Other",79,106.6,112.9,7,0.1,165.2,543999.9,5440,1857680.5,544454.9,645.2,472.8,172.4,77812,NA,NA,158.8,"Yes","MultiFamilyHousing"
"5583","Bronx",63428,"Multifamily Housing","Multifamily Housing",63428,1923,1,100,"WholeBuilding",98,66.5,70.6,0.2,0,72.7,7148.3,71.5,38920.4,11957.6,317.9,314.3,3.6,63428,7414.1,116.89,68.4,"No","MultiFamilyHousing"
"5584","Bronx",70220,"Multifamily Housing","Multifamily Housing",70210,1928,1,100,"Other",32,124.6,124.1,4.4,1.1,161.7,7655926.3,76559.3,1090763.7,309277.2,507.9,406.6,101.2,70210,NA,NA,163.3,"No","MultiFamilyHousing"
"5585","Bronx",130500,"Multifamily Housing","Multifamily Housing",130500,1937,1,100,"WholeBuilding",62,77.1,83.2,4.1,0.1,113.9,807338.9,8073.4,1874828.5,532785.9,772.7,598.7,174,130500,10682.2,81.86,108.7,"No","MultiFamilyHousing"
"5586","Bronx",86500,"Multifamily Housing","Multifamily Housing",86500,1938,1,100,"WholeBuilding",75,71.2,76.8,3.5,0.1,103.4,564186,5641.9,1077431.2,305038.6,465.4,365.4,100,86500,8193.8,94.73,98.7,"Yes","MultiFamilyHousing"
"5587","Bronx",117080,"Multifamily Housing","Multifamily Housing",136593,1938,1,100,"WholeBuilding",62,72.1,76.1,3.8,0.5,106.4,7442600.1,77304.6,1855060,532495.9,636.5,464.4,172.1,141593,NA,NA,102.9,"No","MultiFamilyHousing"
"5588","Bronx",72276,"Multifamily Housing","Multifamily Housing",72000,1936,1,100,"WholeBuilding",31,94.1,93.7,4.2,0.8,128.6,5709114,57091.1,1068070.9,304587.6,402.4,303.2,99.1,72000,NA,NA,129.8,"Yes","MultiFamilyHousing"
"5590","Bronx",68782,"Multifamily Housing","Multifamily Housing",65832,1937,1,100,"Other",68,105.7,112.3,8,0.8,175.3,5109121.9,55881.3,1848097.5,529224.8,442.9,271.4,171.5,65832,NA,NA,169.6,"Yes","MultiFamilyHousing"
"5592","Bronx",59800,"Multifamily Housing","Multifamily Housing",59810,1923,1,100,"Other",35,168.5,178.4,4.6,1.6,220,9144750.3,97361.8,934870,273994.7,572.5,485.7,86.8,59810,8247.3,137.89,209.6,"No","MultiFamilyHousing"
"5593","Bronx",69120,"Multifamily Housing","Multifamily Housing",69120,1939,1,100,"WholeBuilding",18,103.7,103.4,4.6,0.7,140.6,5114657.3,51146.6,1104102.1,316112,445.8,343.4,102.5,69120,8926.3,129.14,141.8,"Yes","MultiFamilyHousing"
"5594","Bronx",69120,"Multifamily Housing","Multifamily Housing",69120,1939,1,100,"WholeBuilding",1,225.3,234.8,9.9,1.1,313.2,7672319.2,75962.4,2358374.4,681053.3,1043.5,824.6,218.9,69120,8003,115.78,304.6,"No","MultiFamilyHousing"
"5595","Bronx",123000,"Multifamily Housing","Multifamily Housing",129150,1937,1,100,"Other",3,17.2,16.9,4.1,0,47.1,373500,3735,1846076.3,530846.8,191.2,19.8,171.3,129150,NA,NA,47.9,"No","MultiFamilyHousing"
"5596","Bronx",126760,"Multifamily Housing","Multifamily Housing",126760,1927,1,100,"WholeBuilding",86,43.4,43.1,5.4,0.2,83.4,3151153.6,31511.5,2345485.9,678166,385,167.4,217.7,126760,NA,NA,84.2,"No","MultiFamilyHousing"
"5597","Bronx",92950,"Multifamily Housing","Multifamily Housing",92950,1927,1,100,"WholeBuilding",64,76.1,78.5,3.8,0.4,108.5,3623759.8,36237.6,1242471.8,353721.8,471.7,356.4,115.3,92950,8342.1,89.75,106.9,"No","MultiFamilyHousing"
"5598","Bronx",92950,"Multifamily Housing","Multifamily Housing",92950,1926,1,100,"WholeBuilding",1,181.8,188.9,9.8,0.7,264.9,6273300.4,62733,3171440.4,912223.3,1188.4,894.1,294.3,92950,10447.8,112.4,259,"No","MultiFamilyHousing"
"5599","Bronx",252105,"Multifamily Housing","Multifamily Housing",294123,1954,1,100,"WholeBuilding",61,91.5,99.6,3.7,0,127.7,814964.2,8257.4,3779254.1,1092812.1,2074.9,1724.2,350.7,294123,12204.5,41.49,119.9,"Yes","MultiFamilyHousing"
"5600","Bronx",207300,"Multifamily Housing","Multifamily Housing",234018,1927,1,100,"WholeBuilding",62,98.4,104.3,5,0.1,142.3,1994500,20321,4269786.6,1217369.5,1822.5,1426.2,396.2,241850,NA,NA,137.3,"No","MultiFamilyHousing"
"5601","Bronx",115140,"Multifamily Housing","Multifamily Housing",90059,1941,1,100,"Other",63,105.2,114.6,4,0,145,317684.8,3176.8,1277638.8,362852.6,733.7,615.1,118.6,90659,3943,43.49,136.5,"Yes","MultiFamilyHousing"
"5602","Bronx",276550,"Multifamily Housing","Multifamily Housing",304205,1923,1,100,"Other",3,21.5,21.1,4.9,0,56.8,1337002.9,13865.4,5197366.9,1477781.7,553.3,71,482.3,304205,19651.3,64.6,58.3,"Yes","MultiFamilyHousing"
"5603","Bronx",53000,"Multifamily Housing","Multifamily Housing",61833,1949,1,100,"WholeBuilding",76,87.8,92.6,3.5,0,119,153854.5,1586.4,754189.2,215863.6,413.6,343.6,70,61833,2139.8,34.61,114.7,"No","MultiFamilyHousing"
"5605","Bronx",68846,"Multifamily Housing","Multifamily Housing",72288,1941,1,100,"Other",9,113.3,112.3,4.3,1,148.3,7070799.6,70708,1115915,307314.9,479.1,375.6,103.6,72288,NA,NA,151.2,"No","MultiFamilyHousing"
"5606","Bronx",101020,"Multifamily Housing","Multifamily Housing",100700,1941,1,100,"WholeBuilding",41,79,84,5.1,0.7,124.2,6221960.1,67545.3,1771044.1,511447.4,494.8,330.5,164.4,101200,NA,NA,119.5,"No","MultiFamilyHousing"
"5607","Bronx",77050,"Multifamily Housing","Multifamily Housing",77050,1938,1,95,"Other",44,88.8,94,4.4,0.8,130.1,5632699.8,60820.8,1209458.5,339797.9,411.4,299.2,112.2,77050,NA,NA,126,"No","MultiFamilyHousing"
"5608","Bronx",71868,"Multifamily Housing","Multifamily Housing",71868,1939,1,95,"Other",64,91.6,98.4,3.3,0.2,123.9,1292700.1,12927,828986.4,236058.9,476.5,399.6,76.9,71868,NA,NA,117.8,"No","MultiFamilyHousing"
"5609","Bronx",145728,"Multifamily Housing","Multifamily Housing",145728,1929,1,100,"Other",37,100,106.9,4.5,0.9,144.3,12267768.2,133319,2308249.3,656521.9,865.8,651.6,214.2,145728,NA,NA,138.1,"Yes","MultiFamilyHousing"
"5610","Bronx",96126,"Multifamily Housing","Multifamily Housing",96126,1927,1,100,"Other",15,115.6,123.9,5.1,1.1,166.4,9402955.1,102452.7,1712588.8,489021.6,658.4,499.4,158.9,96126,7823.1,81.38,158.7,"Yes","MultiFamilyHousing"
"5611","Bronx",66600,"Multifamily Housing","Multifamily Housing",73926,1949,1,100,"WholeBuilding",21,109.1,115.6,4.5,1,153.5,6894266.6,74054,1171014.7,333421.5,474.9,366.2,108.7,73926,7248.6,98.05,147.7,"Yes","MultiFamilyHousing"
"5612","Bronx",92180,"Multifamily Housing","Multifamily Housing",92180,1940,1,100,"WholeBuilding",75,81.1,84.2,3.9,0.4,115,3591186.1,35911.9,1267493.5,361304.5,502.7,385.1,117.6,92180,5858.2,63.55,112.8,"Yes","MultiFamilyHousing"
"5613","Bronx",131600,"Multifamily Housing","Multifamily Housing",131600,1935,1,100,"Other",61,83.3,NA,4.6,0.4,NA,4831916.9,48319.2,2096875.6,601299.6,751,556.4,194.6,131600,NA,NA,119.6,"Yes","MultiFamilyHousing"
"5614","Bronx",428360,"Multifamily Housing","Multifamily Housing",301725,1961,1,100,"WholeBuilding",17,128.2,135.5,8.7,1.1,204.1,33102092.4,357792.9,10160367.3,2922881.4,2701.1,1758.2,942.9,337575,NA,NA,197.5,"No","MultiFamilyHousing"
"5615","Bronx",150948,"Multifamily Housing","Multifamily Housing",172512,1929,1,95,"WholeBuilding",56,70.5,NA,NA,NA,NA,9993095.6,NA,2163210.4,NA,731.5,530.8,200.7,172512,NA,NA,100.2,"Yes","MultiFamilyHousing"
"5616","Bronx",92065,"Senior Care Community","Senior Care Community",92065,1920,1,100,"WholeBuilding",37,127.1,131.7,19.1,NA,271.7,NA,NA,6176996.5,1757072.4,983,409.8,573.2,92065,5269,57.23,271.2,"Yes","Others"
"5617","Bronx",107841,"Multifamily Housing","Multifamily Housing",107841,1928,1,100,"Other",70,77.9,86.3,3.5,NA,112.5,NA,NA,1314599.2,375752.4,655.8,533.8,122,107841,NA,NA,104.7,"Yes","MultiFamilyHousing"
"5618","Bronx",57500,"Multifamily Housing","Multifamily Housing",63250,1922,1,100,"Other",59,86.2,91.9,4.6,0.8,129.1,4430400.2,48241.8,1023385.1,289252.4,330.3,235.3,95,63250,NA,NA,124.4,"No","MultiFamilyHousing"
"5619","Bronx",57500,"Multifamily Housing","Multifamily Housing",63250,1922,1,100,"Other",76,76.7,82.2,4.1,0.7,115.2,3947200.1,43203.2,902842.5,256928.2,293.4,209.7,83.8,63250,NA,NA,110.3,"Yes","MultiFamilyHousing"
"5620","Bronx",57240,"Multifamily Housing","Multifamily Housing",68688,1922,1,100,"Other",81,70.8,77.1,3.8,0.6,108.3,3962500.2,43931.7,899543.1,263641,293.9,210.5,83.5,68688,4232.5,61.62,101.7,"No","MultiFamilyHousing"
"5621","Bronx",59300,"Multifamily Housing","Multifamily Housing",59290,1922,1,100,"WholeBuilding",36,105.9,105.4,4.3,0.9,141.6,5369296.8,53693,911854.8,257388.7,369.8,285.2,84.6,59290,8375.7,141.27,143.4,"Yes","MultiFamilyHousing"
"5622","Bronx",59459,"Multifamily Housing","Multifamily Housing",59459,1921,1,100,"Other",43,77.4,83.5,4.7,0.7,121.1,3652900,40151.3,950596.8,278604,282.2,194,88.2,59459,NA,NA,114.7,"No","MultiFamilyHousing"
"5623","Bronx",59075,"Multifamily Housing","Multifamily Housing",62000,1921,1,100,"Other",37,103.2,111.1,4.2,1,146.9,5485800.2,59899.5,913409.4,262867.8,376.1,291.4,84.8,62000,6502.1,104.87,139.2,"Yes","MultiFamilyHousing"
"5624","Bronx",68200,"Multifamily Housing","Multifamily Housing",68200,1922,1,100,"WholeBuilding",100,30.9,NA,4.5,0.1,NA,388400,3884,1069252.6,308016.7,168,68.8,99.2,68200,NA,NA,64.8,"Yes","MultiFamilyHousing"
"5625","Bronx",181700,"Multifamily Housing","Multifamily Housing",181700,1929,1,100,"Other",92,60.8,NA,4,0,NA,718618.1,7186.2,2546720.3,734515,851.6,615.3,236.3,181700,NA,NA,91.4,"No","MultiFamilyHousing"
"5626","Bronx",91617,"Multifamily Housing","Multifamily Housing",91617,1936,1,100,"WholeBuilding",14,102.7,104,7.3,0.6,160.7,5760616.7,57606.2,2333663.5,669543.7,621.5,404.9,216.6,91617,NA,NA,160.5,"Yes","MultiFamilyHousing"
"5628","Bronx",70000,"Multifamily Housing","Multifamily Housing",70000,1927,1,90,"Other",32,106.1,113,3.5,1,143.9,6550400.1,70692.6,874628.7,247420,429.1,347.9,81.2,70000,NA,NA,137.5,"Yes","MultiFamilyHousing"
"5629","Bronx",51000,"Multifamily Housing","Multifamily Housing",51000,1938,1,100,"Other",3,20.5,19.9,4,0.1,49.5,313377.4,3133.8,734453.4,204858.7,84.8,16.6,68.2,51000,61.5,1.21,51.7,"Yes","MultiFamilyHousing"
"5630","Bronx",56925,"Multifamily Housing","Multifamily Housing",63186,1928,1,100,"Other",28,98.1,NA,5.7,0.1,NA,495982.5,4959.8,1267213.7,360805.3,478.2,360.6,117.6,63186,NA,NA,142.1,"Yes","MultiFamilyHousing"
"5631","Bronx",84920,"K-12 School","K-12 School",84920,1931,1,100,"WholeBuilding",99,44.5,48.6,2.7,0,68.8,198184.6,1981.8,778953.4,228298.1,290.7,218.4,72.3,84920,579,6.82,64.6,"No","Others"
"5632","Bronx",75000,"Multifamily Housing","Multifamily Housing",75000,1941,1,100,"Other",55,88.7,93.5,3.7,0.1,121.4,416000,4160,979544.2,275389.6,503.4,412.5,90.9,75000,8548,113.97,117.7,"No","MultiFamilyHousing"
"5633","Bronx",92417,"Multifamily Housing","Multifamily Housing",92417,1941,1,100,"Other",98,26.1,25.8,6.1,0,70.4,383663,3870.9,1949838.6,562669.6,206.9,25.9,180.9,92417,NA,NA,71.4,"Yes","MultiFamilyHousing"
"5634","Bronx",118218,"Multifamily Housing","Multifamily Housing",118218,1928,1,100,"Other",1,243.4,251.8,10.5,1.1,334.7,13122198.3,129920.8,4277125.8,1235413.1,1951.2,1554.3,396.9,118218,NA,NA,327.4,"Yes","MultiFamilyHousing"
"5635","Bronx",117200,"Office","Office",119300,1922,1,100,"Other",3,10.7,10.5,2.9,0,31.6,80593.3,805.9,1193025.8,344454.4,115,4.3,110.7,119300,NA,NA,32.1,"No","Office"
"5636","Bronx",98438,"Multifamily Housing","Multifamily Housing",98438,1936,1,100,"WholeBuilding",22,71.8,77.7,3.7,0.5,107.1,4979501.9,52132.4,1262111,359901.6,442.8,325.7,117.1,98438,NA,NA,101.8,"Yes","MultiFamilyHousing"
"5637","Bronx",141508,"Multifamily Housing","Multifamily Housing",137712,1927,1,100,"WholeBuilding",68,132.1,138.3,4.4,1.2,176.8,16512126.4,174322.5,2180153.5,626210.1,1079.4,877,202.3,141508,NA,NA,170.9,"No","MultiFamilyHousing"
"5638","Bronx",106512,"Multifamily Housing","Multifamily Housing",105408,1928,1,100,"Other",17,114.5,120.4,5.5,1,165.8,10135888.6,108158.1,2058786.1,588371.4,729.4,538.4,191.1,106512,NA,NA,160.6,"No","MultiFamilyHousing"
"5639","Bronx",112854,"Multifamily Housing","Multifamily Housing",112854,1928,1,100,"WholeBuilding",40,99.8,106.1,4.6,0.9,143.9,9458906.4,102181.6,1799806.7,514407.9,669.4,502.4,167,112854,12062.6,106.89,138.1,"Yes","MultiFamilyHousing"
"5640","Bronx",108600,"Multifamily Housing","Multifamily Housing",108600,1937,1,100,"WholeBuilding",30,103.6,110.6,3.7,1,142.3,9861403.6,106547.7,1394865.3,398495,653.2,523.8,129.4,108600,8926,82.19,135.7,"Yes","MultiFamilyHousing"
"5641","Bronx",119500,"Multifamily Housing","Multifamily Housing",120000,1936,1,100,"Other",3,39.1,42,3.1,0,64.8,296500,2965,1256858,368364,368.4,251.7,116.6,120000,5665.6,47.21,61.9,"Yes","MultiFamilyHousing"
"5643","Bronx",84000,"Multifamily Housing","Multifamily Housing",92400,1926,1,100,"WholeBuilding",51,88,87.8,3.2,0.4,113.2,3511800.1,35118,1013237.8,292317.4,548,453.9,94,92400,1044.1,11.3,113.7,"Yes","MultiFamilyHousing"
"5644","Bronx",55312,"Multifamily Housing","Multifamily Housing",645530,1925,1,100,"Other",3,11.2,11.6,0.8,0.1,18.1,5369200.3,56937.4,1859970,530119.7,457.8,285.2,172.6,645530,NA,NA,17.8,"Yes","MultiFamilyHousing"
